Rooms,Bathrooms,Floor Level,Year Built,View,Payment Method,Location,Amenities,Price_Numeric,Calculated_Price_Per_Meter,finishing_type,Type,price after 10 years
2.0,2 bathroom,1.0,2015.0,Outer,Cash,شارع الحجاز,C(BASICS),4740000.0,30539.27,superlux,Own,
3.0,3 bathroom,4.0,2028.0,Inner,Installments,شارع الهرم,C(BASICS),4146000.0,25376.42,semi,Investment,6965000.0
2.0,2 bathroom,1.0,2027.0,Inner,Installments,Hurghada,C(BASICS),5954000.0,56138.04,superlux,Investment,10357000.0
3.0,3 bathroom,3.0,2028.0,Outer,Installments,Uptown October –,C(BASICS),4067000.0,20552.86,semi,Investment,6745000.0
2.0,2 bathroom,5.0,2029.0,Inner,Cash or Installments,The Butterfly Compound,B(Compound),12233000.0,87086.21,semi,Investment,28397000.0
3.0,1 bathroom,2.0,2027.0,Inner,Cash or Installments,Shooting Club Area,C(BASICS),9007000.0,39995.56,superlux,Investment,15764000.0
3.0,3 bathroom,2.0,2029.0,Inner,Cash or Installments,كمبوند زيزينيا المستقبل,B(Compound),5581000.0,35441.67,semi,Investment,13044000.0
3.0,1 bathroom,3.0,2025.0,Inner,Cash,Noor City New,B(Compound),7873000.0,57703.02,superlux,Own,
2.0,1 bathroom,4.0,2000.0,Outer,Cash,بادية بالم هيلز,C(BASICS),3944000.0,41757.54,superlux,Own,
3.0,2 bathroom,1.0,2024.0,Inner,Cash,Menorca Compound,B(Compound),4664000.0,43021.86,without,Own,
2.0,1 bathroom,1.0,2027.0,Inner,Installments,Holidays Park With,B(Compound),5844000.0,77148.51,superlux,Own,
2.0,1 bathroom,1.0,2025.0,Outer,Cash,Mountain View Icity,B(Compound),6037000.0,46809.34,superlux,Own,
3.0,1 bathroom,1.0,2027.0,Inner,Installments,A 98M² Two,C(BASICS),4142000.0,38097.87,superlux,Investment,7312000.0
2.0,1 bathroom,1.0,2026.0,Outer,Installments,A Fully,C(BASICS),3657000.0,45884.57,superlux,Own,
3.0,2 bathroom,1.0,2021.0,Inner,Cash,كمبوند رويال بلازا,B(Compound),5686000.0,47057.85,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Outer,Cash or Installments,Almaqsad Park,B(Compound),3726000.0,25730.27,superlux,Own,
3.0,3 bathroom,3.0,2026.0,Outer,Cash or Installments,Address Home Compound,B(Compound),2504000.0,21679.65,semi,Own,
2.0,3 bathroom,2.0,2023.0,Inner,Cash or Installments,Taj City,C(BASICS),4239000.0,49607.96,semi,Own,
3.0,2 bathroom,3.0,2028.0,Inner,Installments,Talbia,C(BASICS),2795000.0,21352.18,without,Investment,4422000.0
3.0,3 bathroom,2.0,2024.0,Inner,Cash,كمبوند عربية,B(Compound),6702000.0,35580.8,without,Own,
3.0,3 bathroom,4.0,2025.0,Outer,Installments,الحي الثالث,C(BASICS),3333000.0,24134.69,semi,Own,
3.0,3 bathroom,3.0,2028.0,Outer,Cash or Installments,كمبوند ادريس هوم,B(Compound),4239000.0,30274.25,without,Investment,9078000.0
3.0,3 bathroom,8.0,2012.0,Outer,Cash,Just One Year,B(Compound),9753000.0,60868.75,superlux,Own,
3.0,3 bathroom,4.0,2028.0,Outer,Cash or Installments,Ahmed Zewail Rd,C(BASICS),4612000.0,31651.91,semi,Investment,7479000.0
3.0,3 bathroom,2.0,2024.0,Outer,Cash,Dejoya 1 Compound,B(Compound),7818000.0,50321.83,superlux,Own,
2.0,2 bathroom,2.0,2026.0,Inner,Installments,Hurghada,C(BASICS),2845000.0,50256.14,superlux,Investment,4996000.0
3.0,3 bathroom,2.0,2027.0,Outer,Installments,Zahraa El Maadi,C(BASICS),6579000.0,40993.21,semi,Investment,11129000.0
3.0,3 bathroom,3.0,2028.0,Inner,Cash or Installments,Rewaq Residence Compound,B(Compound),5276000.0,34868.81,semi,Investment,12309000.0
1.0,1 bathroom,1.0,2025.0,Outer,Cash or Installments,A Full,C(BASICS),1617000.0,32712.93,semi,Own,
3.0,3 bathroom,4.0,2025.0,Outer,Cash,Sixteenth Neighborhood,C(BASICS),7153000.0,29172.1,superlux,Own,
3.0,2 bathroom,2.0,2018.0,Inner,Cash,El Shareaa El,C(BASICS),2114000.0,20053.12,superlux,Own,
2.0,2 bathroom,2.0,2028.0,Outer,Cash or Installments,Centre Ville,B(Compound),3615000.0,33794.52,superlux,Investment,8435000.0
1.0,1 bathroom,3.0,2027.0,Outer,Installments,الحي الأول، 6,C(BASICS),2896000.0,44153.07,semi,Investment,4709000.0
3.0,2 bathroom,3.0,2025.0,Inner,Installments,شارع حلمي عبد,C(BASICS),2992000.0,21833.04,superlux,Own,
3.0,3 bathroom,4.0,2029.0,Inner,Cash or Installments,Coy Compound,B(Compound),5717000.0,46887.56,semi,Investment,13352000.0
3.0,2 bathroom,2.0,2001.0,Outer,Cash,اللوتس الشمالية,C(BASICS),6105000.0,31304.48,semi,Own,
2.0,2 bathroom,2.0,2025.0,Outer,Cash or Installments,Esse Residence,C(BASICS),6331000.0,43822.25,semi,Own,
3.0,3 bathroom,1.0,2025.0,Inner,Installments,الحي الرابع,C(BASICS),3471000.0,20560.36,semi,Own,
3.0,1 bathroom,1.0,2026.0,Inner,Installments,October City,C(BASICS),4299000.0,39053.42,superlux,Own,
2.0,2 bathroom,2.0,2026.0,Inner,Installments,Holidays Park –,B(Compound),7354000.0,80117.66,superlux,Own,
3.0,3 bathroom,3.0,2016.0,Outer,Cash,Westridge,C(BASICS),17772000.0,86263.47,superlux,Own,
3.0,2 bathroom,4.0,2025.0,Inner,Cash or Installments,De Joya 1,B(Compound),7485000.0,50137.32,semi,Own,
3.0,3 bathroom,4.0,2025.0,Inner,Cash,كمبوند فالوري انطونيادس,B(Compound),6949000.0,31701.64,without,Own,
3.0,3 bathroom,3.0,2003.0,Outer,Cash,Other Neighborhoods In,C(BASICS),4763000.0,33476.24,superlux,Own,
4.0,4 bathroom,3.0,2025.0,Inner,Cash or Installments,Yasmine Villas –,B(Compound),7474000.0,46526.39,superlux,Own,
3.0,1 bathroom,1.0,2025.0,Outer,Cash or Installments,The City Of,C(BASICS),3827000.0,27675.73,without,Own,
3.0,2 bathroom,1.0,2026.0,Inner,Installments,Madinaty 140M Garden,B(Compound),9455000.0,72809.18,superlux,Own,
3.0,2 bathroom,4.0,2025.0,Outer,Cash or Installments,Almaqsad Park,B(Compound),3732000.0,25224.74,superlux,Own,
3.0,1 bathroom,4.0,2025.0,Outer,Cash,Gleem – Steps,B(Compound),5970000.0,48611.68,superlux,Own,
1.0,2 bathroom,1.0,2028.0,Outer,Installments,Magawish,C(BASICS),3727000.0,55910.59,superlux,Investment,6246000.0
3.0,2 bathroom,2.0,2029.0,Outer,Cash or Installments,Takseam El Andlos,B(Compound),4795000.0,28599.55,semi,Investment,10797000.0
2.0,1 bathroom,2.0,2024.0,Outer,Cash or Installments,The Icon Compound,B(Compound),4755000.0,34250.52,semi,Own,
3.0,2 bathroom,1.0,2024.0,Outer,Cash,Mostafa Kamel Area,C(BASICS),8272000.0,50018.14,without,Own,
3.0,3 bathroom,2.0,2029.0,Inner,Installments,Zizinia El Mistakable,B(Compound),4941000.0,34307.74,superlux,Investment,11913000.0
3.0,2 bathroom,1.0,2017.0,Outer,Cash,شارع رقم 1,C(BASICS),6201000.0,35517.5,superlux,Own,
1.0,1 bathroom,6.0,1988.0,Outer,Cash,Prime Arabia,C(BASICS),3340000.0,45436.0,superlux,Own,
3.0,2 bathroom,1.0,2024.0,Outer,Cash,Monte Napoleone Compound,B(Compound),6295000.0,55088.82,superlux,Own,
3.0,3 bathroom,4.0,2026.0,Inner,Installments,Sun Capital Compound,B(Compound),8465000.0,55031.86,superlux,Own,
3.0,2 bathroom,1.0,2026.0,Inner,Installments,Red Future City,B(Compound),11672000.0,94197.4,superlux,Own,
3.0,1 bathroom,2.0,2003.0,Outer,Cash,Other Neighborhoods In,C(BASICS),3617000.0,23563.52,superlux,Own,
3.0,3 bathroom,1.0,2025.0,Outer,Cash,Dar Misr El,C(BASICS),3859000.0,25615.67,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Outer,Cash,حدائق الاهرام,C(BASICS),3241000.0,17318.59,semi,Own,
3.0,2 bathroom,2.0,2025.0,Inner,Installments,Madinaty,C(BASICS),6910000.0,55266.74,superlux,Own,
2.0,1 bathroom,5.0,2017.0,Outer,Cash,المربع الذهبي,C(BASICS),3410000.0,24497.13,superlux,Own,
3.0,3 bathroom,1.0,2028.0,Outer,Cash or Installments,شارع شهاب,B(Compound),8508000.0,38989.96,semi,Investment,19138000.0
3.0,2 bathroom,5.0,2024.0,Outer,Installments,Suez City,C(BASICS),2940000.0,18887.32,without,Own,
3.0,2 bathroom,1.0,2028.0,Inner,Installments,الحي الثاني,C(BASICS),4003000.0,21380.12,semi,Investment,6694000.0
3.0,2 bathroom,1.0,2025.0,Inner,Cash,شارع محمد عز,C(BASICS),6348000.0,35537.14,without,Own,
2.0,2 bathroom,2.0,2028.0,Outer,Cash or Installments,Ori Compound,B(Compound),4688000.0,36855.35,semi,Investment,10544000.0
2.0,2 bathroom,2.0,2028.0,Inner,Cash or Installments,Bloom Fields –,B(Compound),5301000.0,47048.9,semi,Investment,12356000.0
3.0,3 bathroom,3.0,2024.0,Outer,Cash or Installments,New Narges,C(BASICS),4355000.0,26498.33,semi,Own,
2.0,1 bathroom,9.0,2028.0,Outer,Installments,عمارات الهيئة,C(BASICS),2793000.0,28180.81,superlux,Investment,4672000.0
3.0,3 bathroom,2.0,2025.0,Outer,Installments,Village West Compound,B(Compound),11108000.0,92930.65,superlux,Own,
3.0,2 bathroom,1.0,2026.0,Inner,Cash,المنطقة الثانية,C(BASICS),3070000.0,17490.88,superlux,Own,
3.0,3 bathroom,4.0,2027.0,Inner,Installments,كمبوند ادريس هوم,B(Compound),4570000.0,29034.31,without,Investment,10082000.0
3.0,3 bathroom,1.0,2027.0,Outer,Installments,Zed Towers With,B(Compound),13654000.0,82297.63,superlux,Investment,32036000.0
2.0,2 bathroom,2.0,2025.0,Inner,Installments,Installments Over 5,B(Compound),8033000.0,67059.02,superlux,Own,
2.0,3 bathroom,2.0,2027.0,Outer,Installments,A Luxury Resort,C(BASICS),5061000.0,43164.18,superlux,Investment,8606000.0
3.0,3 bathroom,2.0,2026.0,Inner,Cash or Installments,Beit Al Watan,C(BASICS),3397000.0,17086.67,semi,Own,
3.0,3 bathroom,3.0,2010.0,Outer,Cash,Ahmed Zewail Rd,C(BASICS),3599000.0,28258.48,superlux,Own,
3.0,2 bathroom,3.0,2024.0,Outer,Cash or Installments,شارع السودان,C(BASICS),3161000.0,22415.26,semi,Own,
3.0,2 bathroom,3.0,2023.0,Outer,Cash,Mohammed Farid St.,C(BASICS),4876000.0,40197.86,superlux,Own,
3.0,3 bathroom,2.0,2027.0,Inner,Installments,El Yasmeen 8,C(BASICS),6971000.0,44648.69,superlux,Investment,13647000.0
3.0,2 bathroom,5.0,2026.0,Outer,Installments,المنطقة السياحية ب,C(BASICS),2700000.0,18167.14,superlux,Own,
1.0,1 bathroom,2.0,2027.0,Inner,Installments,A Full Service,C(BASICS),2667000.0,52937.67,superlux,Investment,4690000.0
3.0,3 bathroom,2.0,2022.0,Inner,Cash or Installments,شارع العشرين,C(BASICS),3169000.0,20152.62,semi,Own,
3.0,2 bathroom,3.0,2028.0,Outer,Cash or Installments,كمبوند مارفيل,B(Compound),7325000.0,47760.32,superlux,Investment,17078000.0
3.0,3 bathroom,3.0,2027.0,Inner,Installments,كمبوند كوي,B(Compound),6637000.0,37964.76,without,Investment,14656000.0
2.0,2 bathroom,5.0,2029.0,Inner,Cash or Installments,Green Revolution,C(BASICS),7003000.0,49219.85,semi,Investment,11748000.0
3.0,3 bathroom,3.0,2025.0,Outer,Cash,شارع الملكة ناظلي,C(BASICS),1657000.0,11017.29,superlux,Own,
3.0,1 bathroom,5.0,2026.0,Inner,Installments,Sarai,B(Compound),4537000.0,42433.6,without,Investment,9994000.0
3.0,3 bathroom,2.0,2023.0,Outer,Cash,Al Waha,C(BASICS),4751000.0,33144.97,superlux,Own,
3.0,3 bathroom,2.0,2028.0,Outer,Cash or Installments,El Patio Reva,B(Compound),12667000.0,74354.31,semi,Investment,28670000.0
3.0,3 bathroom,1.0,2025.0,Outer,Cash,كمبوند الباتيو أورو,B(Compound),9075000.0,52718.72,superlux,Own,
3.0,2 bathroom,1.0,2026.0,Inner,Installments,Area (N),C(BASICS),3284000.0,21521.72,superlux,Investment,5712000.0
2.0,3 bathroom,2.0,2025.0,Inner,Cash,بارك كورنر,C(BASICS),7281000.0,50791.77,without,Own,
2.0,1 bathroom,5.0,2000.0,Outer,Cash,Divided From El,C(BASICS),2252000.0,17469.55,without,Own,
3.0,2 bathroom,2.0,2023.0,Inner,Cash,Badya Compound,B(Compound),5328000.0,33347.94,without,Own,
1.0,1 bathroom,1.0,2028.0,Outer,Cash or Installments,منطقة العمارات 14,C(BASICS),5680000.0,52186.7,without,Investment,8742000.0
3.0,2 bathroom,1.0,2006.0,Outer,Cash,A Modern Building,C(BASICS),6254000.0,34150.6,superlux,Own,
1.0,1 bathroom,1.0,2028.0,Inner,Cash or Installments,Wadi El Nile,B(Compound),3982000.0,50597.2,superlux,Investment,9596000.0
3.0,3 bathroom,2.0,2025.0,Outer,Cash or Installments,Stone Residence,B(Compound),9128000.0,41167.19,semi,Own,
3.0,2 bathroom,2.0,2028.0,Outer,Installments,الحي الخامس,C(BASICS),3973000.0,22045.28,semi,Investment,6822000.0
3.0,3 bathroom,3.0,1997.0,Outer,Cash,Front Of Zewail,C(BASICS),5942000.0,31234.23,superlux,Own,
2.0,2 bathroom,1.0,2025.0,Inner,Cash,The Address Compound,B(Compound),7520000.0,71762.57,superlux,Own,
3.0,3 bathroom,1.0,2029.0,Outer,Cash or Installments,كمبوند النخيل,B(Compound),7396000.0,34324.96,superlux,Investment,17257000.0
1.0,1 bathroom,1.0,2025.0,Inner,Installments,Al Ahyaa,C(BASICS),4784000.0,46428.57,superlux,Own,
3.0,2 bathroom,5.0,2025.0,Inner,Cash or Installments,قلب الأحياء حياة,C(BASICS),7053000.0,38134.63,superlux,Own,
3.0,2 bathroom,1.0,2029.0,Inner,Cash or Installments,The First District,C(BASICS),5344000.0,31378.08,semi,Investment,9140000.0
3.0,3 bathroom,2.0,2024.0,Outer,Cash or Installments,South Suez Road,C(BASICS),3482000.0,28405.94,without,Own,
3.0,3 bathroom,2.0,2026.0,Inner,Installments,El Kornfol 4,C(BASICS),7133000.0,31804.0,superlux,Investment,12563000.0
3.0,2 bathroom,1.0,2026.0,Outer,Cash or Installments,El Orouba St.,C(BASICS),5534000.0,32129.59,semi,Own,
2.0,1 bathroom,1.0,1990.0,Outer,Cash,الهضبه الوسطي قسط,B(Compound),3159000.0,24247.77,superlux,Own,
3.0,2 bathroom,3.0,2028.0,Outer,Cash or Installments,Taj Ville,C(BASICS),7953000.0,47958.75,semi,Investment,12832000.0
2.0,3 bathroom,2.0,2026.0,Inner,Installments,كمبوند بوسط البلد,B(Compound),3195000.0,21756.89,superlux,Own,
3.0,3 bathroom,1.0,2029.0,Inner,Cash or Installments,Green Revolution,C(BASICS),6276000.0,37094.39,semi,Investment,10928000.0
3.0,3 bathroom,3.0,2027.0,Inner,Cash or Installments,Tiba Gardens Compound,B(Compound),4980000.0,28761.19,semi,Investment,11645000.0
3.0,3 bathroom,5.0,2021.0,Outer,Cash,شارع محيي الدين,C(BASICS),10311000.0,39099.77,without,Own,
2.0,1 bathroom,8.0,2025.0,Outer,Cash,منطقة العمارات 1,C(BASICS),3283000.0,31263.69,superlux,Own,
3.0,3 bathroom,4.0,2028.0,Inner,Installments,البوابة الرابعة شقة,B(Compound),4428000.0,27618.04,without,Investment,9843000.0
3.0,2 bathroom,5.0,2028.0,Outer,Cash or Installments,El Mohafza St.,C(BASICS),3348000.0,23754.79,semi,Investment,5408000.0
3.0,3 bathroom,2.0,2025.0,Outer,Cash,المجاورة السادسة,C(BASICS),3847000.0,25074.96,semi,Own,
2.0,2 bathroom,4.0,2028.0,Inner,Installments,Village West Compound,B(Compound),8364000.0,80811.59,superlux,Investment,20274000.0
1.0,1 bathroom,5.0,2026.0,Outer,Installments,Midtown Compound,B(Compound),3564000.0,38976.38,superlux,Own,
3.0,3 bathroom,3.0,2021.0,Inner,Cash,Madinaty,B(Compound),8289000.0,51264.77,superlux,Own,
2.0,2 bathroom,3.0,2029.0,Inner,Installments,كمبوند ايزولا شيراتون,B(Compound),6638000.0,46387.14,semi,Investment,15492000.0
2.0,2 bathroom,2.0,2029.0,Inner,Cash or Installments,Tesla Residence Compound,B(Compound),3582000.0,29520.36,semi,Investment,8392000.0
2.0,1 bathroom,1.0,2013.0,Outer,Cash,Mosalsal 2,C(BASICS),3862000.0,33241.52,superlux,Own,
3.0,2 bathroom,3.0,2028.0,Inner,Cash or Installments,Six North Compound,B(Compound),4172000.0,27287.59,semi,Investment,9758000.0
3.0,2 bathroom,1.0,2026.0,Outer,Installments,شارع الدكتور حسنين,C(BASICS),4648000.0,29328.62,superlux,Own,
3.0,2 bathroom,1.0,2019.0,Outer,Cash or Installments,Il Bosco City,C(BASICS),5014000.0,42759.68,without,Own,
2.0,1 bathroom,1.0,2005.0,Outer,Cash,تقسيم الأندلس,C(BASICS),2934000.0,29472.63,superlux,Own,
3.0,3 bathroom,4.0,2027.0,Outer,Cash or Installments,Address Home Compound,B(Compound),2888000.0,21552.24,semi,Investment,6506000.0
2.0,2 bathroom,2.0,2024.0,Outer,Cash,Beit El Watan,B(Compound),4904000.0,35884.68,semi,Own,
3.0,3 bathroom,3.0,2027.0,Outer,Cash or Installments,كمبوند حدائق المهندسين,B(Compound),6954000.0,48177.91,semi,Investment,15717000.0
3.0,3 bathroom,2.0,2026.0,Outer,Cash,Village West Compound,B(Compound),12514000.0,75005.99,superlux,Own,
4.0,3 bathroom,1.0,2026.0,Outer,Installments,الحي الخامس,C(BASICS),4816000.0,21339.95,semi,Own,
3.0,2 bathroom,9.0,2024.0,Inner,Installments,شارع قرطبه امام,C(BASICS),2705000.0,16730.58,superlux,Own,
2.0,2 bathroom,1.0,2028.0,Outer,Cash or Installments,الثورة الخضراء,C(BASICS),4643000.0,53707.35,semi,Investment,7814000.0
3.0,3 bathroom,5.0,2025.0,Outer,Cash or Installments,شارع الملك فيصل,C(BASICS),2332000.0,15914.83,without,Own,
2.0,1 bathroom,3.0,2025.0,Inner,Cash or Installments,A Strategic Location,B(Compound),6402000.0,82863.06,semi,Own,
2.0,1 bathroom,3.0,2015.0,Outer,Cash,Talaat Mostafa St.,C(BASICS),7116000.0,51190.56,superlux,Own,
1.0,1 bathroom,1.0,2017.0,Inner,Cash,The Heart Of,C(BASICS),1500000.0,29702.97,semi,Own,
2.0,2 bathroom,3.0,2027.0,Inner,Installments,Madinaty B10,B(Compound),9869000.0,55041.83,without,Investment,21816000.0
2.0,1 bathroom,2.0,2026.0,Outer,Installments,Mubarak 6,C(BASICS),2632000.0,46650.12,superlux,Own,
2.0,2 bathroom,2.0,2018.0,Inner,Cash,Mountain View Hyde,B(Compound),7518000.0,42369.25,superlux,Own,
1.0,1 bathroom,1.0,2026.0,Inner,Cash,Holidays Park In,B(Compound),6038000.0,68079.83,semi,Own,
3.0,3 bathroom,2.0,2015.0,Inner,Cash,سبيكترام,C(BASICS),13206000.0,81503.43,superlux,Own,
3.0,2 bathroom,2.0,2028.0,Outer,Installments,طريق 6 اكتوبر,C(BASICS),3988000.0,33602.97,without,Investment,6201000.0
2.0,2 bathroom,6.0,2028.0,Inner,Installments,A Strategic Location,C(BASICS),4329000.0,64815.09,superlux,Investment,7687000.0
3.0,2 bathroom,3.0,2027.0,Outer,Cash,Badya Compound,B(Compound),3530000.0,35797.59,semi,Investment,7978000.0
3.0,1 bathroom,1.0,2028.0,Outer,Cash or Installments,زد تاور,C(BASICS),6430000.0,47404.9,semi,Investment,10627000.0
2.0,1 bathroom,1.0,2019.0,Outer,Cash,بيت الوطن التجمع,B(Compound),4942000.0,35477.39,superlux,Own,
1.0,1 bathroom,1.0,2028.0,Outer,Cash or Installments,The Go New,C(BASICS),5719000.0,53988.48,superlux,Investment,9777000.0
3.0,3 bathroom,3.0,2025.0,Outer,Cash or Installments,Small Investor,C(BASICS),4921000.0,27698.98,semi,Own,
2.0,2 bathroom,1.0,2029.0,Inner,Cash or Installments,Green Revolution,C(BASICS),9254000.0,54744.44,semi,Investment,15828000.0
3.0,3 bathroom,3.0,2025.0,Outer,Cash,Seventh Neighborhood,C(BASICS),4615000.0,27455.53,semi,Own,
3.0,2 bathroom,1.0,2029.0,Inner,Cash or Installments,Green Square Compound,B(Compound),3193000.0,27428.92,semi,Investment,7452000.0
3.0,3 bathroom,1.0,2025.0,Outer,Cash or Installments,فيصل,C(BASICS),1337000.0,8846.69,without,Own,
2.0,1 bathroom,5.0,2026.0,Outer,Cash,شارع مصطفى النحاس,C(BASICS),2763000.0,27077.62,superlux,Own,
3.0,2 bathroom,2.0,2024.0,Inner,Cash,Hadayek El Mohandiseen,C(BASICS),7468000.0,48286.56,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Inner,Cash,Hadayek El Mohandiseen,C(BASICS),8361000.0,43681.1,superlux,Own,
4.0,2 bathroom,1.0,2028.0,Inner,Installments,سكاي لاين ريزيدنس,B(Compound),10724000.0,58910.13,semi,Investment,24958000.0
3.0,3 bathroom,3.0,2027.0,Outer,Installments,Golden Square,C(BASICS),2889000.0,21407.93,semi,Own,
2.0,1 bathroom,4.0,2029.0,Inner,Cash or Installments,The 101 El,B(Compound),8272000.0,74900.4,semi,Investment,19311000.0
2.0,1 bathroom,1.0,2026.0,Outer,Installments,Mubarak 6,C(BASICS),3772000.0,45621.67,superlux,Own,
2.0,3 bathroom,1.0,2025.0,Inner,Cash or Installments,كمبوند فيرال زهراء,B(Compound),5390000.0,36485.48,without,Own,
3.0,2 bathroom,2.0,2010.0,Outer,Cash,شارع ابو عبيده,C(BASICS),5703000.0,30947.47,superlux,Own,
3.0,2 bathroom,1.0,2025.0,Outer,Cash or Installments,نيوم بيراميدز,C(BASICS),6567000.0,37213.12,semi,Own,
2.0,2 bathroom,4.0,2030.0,Outer,Cash or Installments,Jirian Compound,B(Compound),10600000.0,118847.4,superlux,Investment,24688000.0
3.0,3 bathroom,3.0,2028.0,Inner,Cash or Installments,Diar 2 Compound,B(Compound),5428000.0,30746.57,semi,Investment,12665000.0
2.0,1 bathroom,3.0,2027.0,Outer,Installments,طريق الواحات,C(BASICS),2853000.0,28541.42,semi,Investment,4681000.0
3.0,2 bathroom,2.0,2024.0,Outer,Cash or Installments,New Narges,C(BASICS),6203000.0,31593.15,semi,Own,
3.0,3 bathroom,5.0,2027.0,Inner,Cash or Installments,Address Home Compound,B(Compound),3432000.0,22369.96,semi,Investment,7995000.0
2.0,2 bathroom,5.0,2029.0,Inner,Cash or Installments,Green Revolution,C(BASICS),8180000.0,58257.96,semi,Investment,13779000.0
3.0,3 bathroom,1.0,2025.0,Inner,Cash,New Garden City,B(Compound),11867000.0,63821.66,superlux,Own,
3.0,2 bathroom,2.0,2028.0,Inner,Installments,Vye Compound,B(Compound),7810000.0,64985.85,semi,Investment,18286000.0
3.0,2 bathroom,13.0,2014.0,Outer,Cash,معادي هايتس,C(BASICS),4129000.0,25089.63,superlux,Own,
3.0,1 bathroom,2.0,2025.0,Outer,Installments,Neighbourhood 1,C(BASICS),3620000.0,25359.02,semi,Own,
3.0,3 bathroom,2.0,2028.0,Outer,Cash or Installments,لافينير,B(Compound),4395000.0,27549.68,semi,Investment,9933000.0
3.0,3 bathroom,2.0,2025.0,Inner,Cash or Installments,Kafr Abdou St.,C(BASICS),6957000.0,38521.59,semi,Own,
2.0,1 bathroom,4.0,2025.0,Outer,Cash,كمبوند مبني امام,B(Compound),6729000.0,46438.92,semi,Own,
3.0,2 bathroom,6.0,2006.0,Inner,Cash,Sheikh Zayed,C(BASICS),5161000.0,42582.51,superlux,Own,
2.0,2 bathroom,2.0,2028.0,Outer,Cash or Installments,Ori Compound,B(Compound),4837000.0,37566.01,semi,Investment,10888000.0
3.0,3 bathroom,4.0,1978.0,Outer,Cash,The First Area,C(BASICS),4894000.0,27133.12,superlux,Own,
3.0,3 bathroom,1.0,2026.0,Outer,Cash,Sixteenth Neighborhood,C(BASICS),4974000.0,23624.96,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Inner,Cash,Lake View Residence,B(Compound),13814000.0,66824.69,superlux,Own,
3.0,3 bathroom,1.0,2025.0,Inner,Cash,كمبوند المعادي ديونز,B(Compound),4792000.0,38595.36,superlux,Own,
2.0,1 bathroom,2.0,2024.0,Inner,Cash,Sun Capital Compound,B(Compound),5357000.0,42025.57,superlux,Own,
1.0,1 bathroom,4.0,2026.0,Outer,Installments,Al Ahyaa,C(BASICS),2598000.0,45443.41,superlux,Own,
3.0,2 bathroom,2.0,2025.0,Outer,Installments,المجاوره التاسعه,C(BASICS),6536000.0,27557.13,superlux,Own,
3.0,3 bathroom,5.0,2025.0,Inner,Cash,كمبوند رودس,B(Compound),3881000.0,22637.66,superlux,Own,
3.0,3 bathroom,4.0,2027.0,Outer,Cash or Installments,Address Home Compound,B(Compound),4333000.0,25346.59,semi,Investment,9739000.0
2.0,2 bathroom,9.0,2026.0,Inner,Installments,Mubarak 6 With,C(BASICS),5445000.0,44315.13,superlux,Own,
2.0,2 bathroom,3.0,2027.0,Outer,Cash or Installments,ستالي (بحر مباشر,B(Compound),5648000.0,42787.88,without,Own,
3.0,3 bathroom,3.0,2027.0,Outer,Cash,الحي الثالث,C(BASICS),3104000.0,20522.31,semi,Investment,5090000.0
3.0,2 bathroom,7.0,2023.0,Outer,Cash,شارع محيي الدين,C(BASICS),11061000.0,42400.43,without,Own,
3.0,3 bathroom,5.0,2024.0,Inner,Cash,New Lotus,B(Compound),5626000.0,31823.07,superlux,Own,
3.0,2 bathroom,3.0,2010.0,Outer,Cash,المجاوره الثالثه,B(Compound),8800000.0,50814.18,superlux,Own,
1.0,1 bathroom,6.0,2004.0,Outer,Cash,Lamora – Near,C(BASICS),2939000.0,46261.61,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Inner,Cash,شارع محمد فريد,C(BASICS),8166000.0,36559.81,superlux,Own,
3.0,3 bathroom,2.0,2027.0,Outer,Cash or Installments,Diamond Project 8Th,C(BASICS),2849000.0,17242.63,semi,Own,
4.0,4 bathroom,3.0,2025.0,Outer,Cash,Mahmoud Sami El,B(Compound),8175000.0,28472.42,semi,Own,
3.0,2 bathroom,4.0,2025.0,Outer,Cash or Installments,دار مصر الأندلس,C(BASICS),2873000.0,23113.44,without,Own,
3.0,3 bathroom,3.0,2028.0,Inner,Installments,شارع الجابري,B(Compound),6618000.0,31421.52,superlux,Investment,15994000.0
3.0,2 bathroom,3.0,2027.0,Outer,Cash or Installments,شارع الملك فيصل,C(BASICS),1267000.0,7710.1,without,Own,
3.0,2 bathroom,1.0,2029.0,Outer,Cash or Installments,Green Revolution,C(BASICS),8592000.0,54020.75,semi,Investment,13942000.0
3.0,2 bathroom,6.0,2025.0,Outer,Cash,شارع اخناتون,C(BASICS),7282000.0,38024.12,without,Own,
3.0,2 bathroom,5.0,2025.0,Inner,Cash or Installments,اللوتس الشماليه بالتجمع,C(BASICS),5298000.0,29915.3,semi,Own,
3.0,2 bathroom,9.0,2025.0,Outer,Cash,Al Banafseg 3,C(BASICS),7077000.0,34083.03,superlux,Own,
4.0,3 bathroom,2.0,2026.0,Inner,Installments,Yasmine 3 –,B(Compound),10759000.0,44383.48,superlux,Own,
3.0,1 bathroom,1.0,2025.0,Outer,Cash,كمبوند بالم باركس,B(Compound),10319000.0,65872.97,superlux,Own,
